tension,resonance,longevity,quality
10.73,17.82497,08/06/2026,6
5.56,10.22497,16/09/2021,0
5.56,9.72497,14/08/2021,0
10.73,2.57497,10/06/2019,6
5.56,10.16831,30/09/2021,0
5.56,10.96831,28/09/2021,0
10.73,2.67831,11/06/2020,6
5.57,10.00374,14/09/2021,0
5.57,4.50374,12/09/2021,0
10.74,2.30374,08/06/2026,6
5.57,10.22176,14/09/2021,0
8.17,10.22176,12/09/2021,1
10.74,2.45176,08/06/2017,6
5.57,9.91,16/09/2021,0
6.47,7.11,14/09/2018,0
10.74,2.86,10/06/2019,6
5.57,9.97987,30/09/2021,0
8.17,9.97987,28/09/2021,0
10.74,17.56987,11/06/2020,6
5.57,9.98293,14/09/2021,0
4.37,7.48293,12/09/2021,0
10.74,2.54293,08/06/2018,6
5.57,10.22176,14/09/2021,0
5.57,8.52176,12/08/2024,0
10.74,2.38176,08/06/2018,6
5.5793,10,16/09/2021,1
9.1793,11.9,14/09/2021,1
10.7493,17.61,10/06/2021,7
5.5793,10,30/09/2021,1
5.5793,13.6,28/10/2020,1
10.7493,17.04,11/06/2024,7
5.5795,9.9763817,14/09/2021,0
5.9795,10.3763817,12/09/2021,0
10.7495,2.9363817,08/06/2017,6
5.5795,9.9763818,14/09/2021,0
2.2795,12.4763818,12/09/2023,0
10.7495,2.7963818,08/06/2019,6
5.5795,9.9763818,16/09/2021,0
3.6795,9.9763818,14/10/2022,0
10.7495,17.5363818,10/06/2024,6
5.5795,9.9763909,30/09/2021,0
5.5795,9.9763909,28/08/2021,0
10.7495,2.2763909,11/06/2024,6
5.5795,9.9763817,14/09/2021,0
1.9795,9.9763817,12/09/2017,0
10.7495,17.5863817,08/06/2019,6
5.5795,9.9763832,14/09/2021,0
2.5795,9.9763832,12/10/2017,1
10.7495,2.5463832,08/06/2024,6
5.5795,9.9763817,16/09/2021,0
5.5795,14.0763817,14/09/2021,0
10.7495,17.8263817,10/06/2019,6
5.5795,9.9763818,30/09/2021,0
1.9795,14.8763818,28/08/2021,0
10.7495,2.5663818,11/06/2025,6
5.5795,9.9763818,14/09/2021,0
5.5795,9.9763818,12/08/2021,1
10.7495,2.3763818,08/06/2025,6
5.5795,9.9763909,14/09/2021,0
5.5795,9.9763909,12/10/2022,0
10.7495,17.4563909,08/06/2023,6
5.5795,9.9763817,16/09/2021,0
5.8795,9.9763817,14/08/2023,0
10.7495,2.4263817,10/06/2020,6
5.5795,9.9763832,30/09/2021,0
3.2795,9.9763832,28/10/2018,0
10.7495,2.2363832,11/06/2020,6
5.58,9.96965,14/09/2021,0
5.58,9.96965,12/09/2025,1
10.75,2.65965,08/06/2017,6
5.58,10.19395,14/09/2021,0
3.38,14.79395,12/08/2021,0
10.75,2.77395,08/06/2017,6
5.58,9.91638,16/09/2021,0
6.88,14.51638,14/09/2025,0
10.75,17.16638,10/06/2025,6
5.58,9.91638,30/09/2021,0
4.48,9.91638,28/10/2021,1
10.75,2.19638,11/06/2023,6
5.58,10.05524,14/09/2021,1
5.58,10.05524,12/08/2021,1
10.75,2.15524,08/06/2017,7
5.58,10.03615,14/09/2021,0
4.98,9.73615,12/10/2021,1
10.75,17.24615,08/06/2021,6
5.58,10.03615,16/09/2021,0
8.48,8.13615,14/09/2021,0
10.75,17.98615,10/06/2017,6
5.5844,10,30/09/2021,0
5.5844,11.4,28/08/2019,1
10.7544,2.18,11/06/2023,6
5.5846,10,14/09/2021,0
5.5846,4.8,12/08/2018,0
10.7546,17.1,08/06/2024,6
5.5846,10,14/09/2021,0
5.5846,10,12/10/2025,1
10.7546,2.64,08/06/2024,6
5.585,10,16/09/2021,0
8.985,10,14/09/2021,0
10.755,2.63,10/06/2023,6
5.585,10,30/09/2021,0
8.585,11.3,28/09/2019,1
10.755,2.06,11/06/2021,6
5.5852,10,14/09/2021,0
7.3852,10,12/09/2022,0
10.7552,2.21,08/06/2018,6
5.5852,10,14/09/2021,0
6.1852,7.8,12/09/2023,0
10.7552,17.83,08/06/2022,6
5.5854,10,16/09/2021,0
6.3854,10,14/09/2021,0
10.7554,2.32,10/06/2018,6
5.5863,10,30/09/2021,0
2.0863,10,28/08/2025,0
10.7563,17.56,11/06/2018,6
5.59,10.03322,14/09/2021,0
5.59,11.23322,12/09/2021,0
10.76,2.25322,08/06/2022,6
5.59,10.03322,14/09/2021,0
8.69,10.03322,12/08/2021,0
10.76,17.55322,08/06/2025,6
5.59,10.03322,16/09/2021,0
5.59,15.13322,14/09/2021,1
10.76,2.48322,10/06/2023,6
5.59,10.03322,30/09/2021,0
5.59,10.03322,28/09/2019,0
10.76,17.39322,11/06/2022,6
5.59,9.92121,14/09/2021,0
5.59,9.92121,12/10/2019,0
10.76,17.22121,08/06/2022,6
5.59,9.92121,14/09/2021,0
5.59,9.92121,12/09/2021,0
10.76,17.33121,08/06/2024,6
5.59,9.92244,16/09/2021,0
8.89,14.92244,14/10/2023,1
10.76,17.46244,10/06/2021,6
5.59,9.92143,30/09/2021,0
3.59,8.72143,28/08/2022,0
10.76,2.91143,11/06/2018,6
5.59,9.92143,14/09/2021,0
7.99,4.22143,12/09/2023,1
10.76,17.38143,08/06/2021,6
5.59,9.92121,14/09/2021,0
5.59,9.92121,12/08/2025,0
10.76,17.82121,08/06/2018,6
5.59,9.92121,16/09/2021,0
4.49,15.62121,14/10/2018,0
10.76,17.06121,10/06/2023,6
5.5947,10,30/09/2021,0
5.5947,7.5,28/08/2023,1
10.7647,2.93,11/06/2025,6
5.5976,10.03078,14/09/2021,0
5.5976,8.63078,12/10/2018,0
10.7676,2.39078,08/06/2020,6
5.5976,10.03078,14/09/2021,0
5.5976,10.03078,12/10/2022,0
10.7676,17.49078,08/06/2021,6
5.5992,10.01467,16/09/2021,1
8.1992,10.01467,14/10/2021,1
10.7692,2.80467,10/06/2022,7
5.5999,10.04347,30/09/2021,0
8.9999,7.84347,28/08/2021,0
10.7699,17.80347,11/06/2017,6
5.5999,10.05445,14/09/2021,0
5.5999,10.05445,12/09/2017,1
10.7699,2.65445,08/06/2017,6
5.5999,10.05445,14/09/2021,0
4.9999,10.55445,12/09/2023,0
10.7699,2.90445,08/06/2025,6
5.5999,10.05445,16/09/2021,0
5.5999,10.05445,14/09/2021,0
10.7699,17.59445,10/06/2019,6
5.6,10,30/09/2021,0
3.3,14,28/09/2022,0
10.77,2.7,11/06/2022,6
5.6,10,14/09/2021,0
7.6,10,12/10/2025,0
10.77,17.94,08/06/2025,6
5.6,10.03078,14/09/2021,0
5.6,11.03078,12/09/2023,0
10.77,2.78078,08/06/2024,6
5.6,10.03055,16/09/2021,0
5.6,10.93055,14/09/2021,1
10.77,2.37055,10/06/2024,6
5.6,10.03037,30/09/2021,0
6.2,10.03037,28/09/2018,0
10.77,2.60037,11/06/2017,6
5.6,10.24774,14/09/2021,0
5.6,8.84774,12/09/2017,1
10.77,17.87774,08/06/2025,6
5.6,10.03078,14/09/2021,0
5.6,10.03078,12/10/2021,0
10.77,3.01078,08/06/2018,6
5.6,10.03055,16/09/2021,0
9.2,10.03055,14/09/2024,0
10.77,17.47055,10/06/2018,6
5.6,10.03037,30/09/2021,0
5.6,10.03037,28/08/2025,0
10.77,17.43037,11/06/2021,6
5.6,10.24774,14/09/2021,0
2.8,10.24774,12/10/2021,1
10.77,2.88774,08/06/2019,6
5.6,10.0438,14/09/2021,3
3.5,11.5438,12/08/2021,3
10.77,2.4238,08/06/2019,9
5.6,10.0438,16/09/2021,3
5.6,10.0438,14/09/2024,3
10.77,17.3438,10/06/2021,9
5.6,10.14793,30/09/2021,0
5.6,10.14793,28/08/2021,0
10.77,17.77793,11/06/2020,6
5.6,10.14793,14/09/2021,0
5.6,4.54793,12/09/2021,0
10.77,2.77793,08/06/2025,6
5.6,10.02365,14/09/2021,0
6,10.02365,12/09/2021,0
10.77,17.80365,08/06/2020,6
5.6,10.21404,16/09/2021,0
5.9,10.71404,14/08/2021,0
10.77,18.06404,10/06/2022,6
5.6,10.21404,30/09/2021,0
5.6,10.21404,28/10/2022,0
10.77,17.44404,11/06/2023,6
5.6,10.21397,14/09/2021,0
3.2,9.81397,12/09/2025,0
10.77,17.86397,08/06/2018,6
5.6,10.20594,14/09/2021,0
7.6,14.60594,12/09/2021,0
10.77,2.43594,08/06/2026,6
5.6,10.20594,16/09/2021,0
5.6,10.20594,14/09/2018,1
10.77,2.75594,10/06/2016,6
5.6,9.95324,30/09/2021,0
5.4,10.45324,28/10/2021,0
10.77,17.75324,11/06/2026,6
5.6,10.20638,14/09/2021,0
8.8,10.20638,12/10/2017,1
10.77,17.20638,08/06/2016,6
5.6,9.91347,14/09/2021,0
5.6,9.91347,12/08/2021,0
10.77,2.27347,08/06/2018,6
5.6,9.91317,16/09/2021,0
3.8,9.91317,14/10/2023,0
10.77,2.09317,10/06/2017,6
5.6,10.15354,30/09/2021,0
2.7,10.15354,28/08/2021,0
10.77,17.96354,11/06/2024,6
5.6,10.09303,14/09/2021,0
5.6,6.99303,12/08/2021,0
10.77,18.06303,08/06/2025,6
5.6,10.09303,14/09/2021,0
5.6,15.09303,12/10/2021,0
10.77,3.03303,08/06/2022,6
5.6,9.98619,16/09/2021,0
5,15.18619,14/09/2021,0
10.77,17.95619,10/06/2021,6
5.6,9.98619,30/09/2021,0
5.6,9.98619,28/09/2018,1
10.77,2.74619,11/06/2016,6
5.6,9.98619,14/09/2021,0
7.4,15.38619,12/09/2022,0
10.77,2.65619,08/06/2021,6
5.6,9.98619,14/09/2021,0
9.1,4.98619,12/10/2023,1
10.77,17.68619,08/06/2023,6
5.6,9.92077,16/09/2021,0
5.6,9.92077,14/09/2021,1
10.77,17.03077,10/06/2022,6
5.6,9.98619,30/09/2021,0
4.8,9.98619,28/10/2024,0
10.77,17.50619,11/06/2024,6
5.6,9.9822,14/09/2021,0
5.6,9.9822,12/09/2021,0
10.77,2.4322,08/06/2026,6
5.6,9.9822,14/09/2021,0
7.7,9.9822,12/09/2021,1
10.77,2.0122,08/06/2018,6
5.6,10.20462,16/09/2021,0
7.4,10.20462,14/09/2023,0
10.77,2.37462,10/06/2018,6
5.6,10.06166,30/09/2021,0
5.6,10.06166,28/09/2021,0
10.77,2.31166,11/06/2025,6
5.6,10.04347,14/09/2021,0
3.8,10.04347,12/09/2021,0
10.77,17.57347,08/06/2018,6
5.6,10.05445,14/09/2021,0
3.1,10.95445,12/09/2025,0
10.77,2.76445,08/06/2020,6
5.6,10.05445,16/09/2021,0
4.5,10.05445,14/10/2018,0
10.77,17.08445,10/06/2024,6
5.6,10.05445,30/09/2021,0
5.6,13.45445,28/10/2021,0
10.77,17.44445,11/06/2016,6
5.6,10.04602,14/09/2021,0
3.1,10.04602,12/08/2022,0
10.77,17.20602,08/06/2021,6
5.6,10.05445,14/09/2021,0
5.6,8.55445,12/09/2021,0
10.77,2.39445,08/06/2022,6
5.6,10.03297,16/09/2021,0
5.6,13.03297,14/09/2021,0
10.77,17.64297,10/06/2021,6
5.6,10.03297,30/09/2021,0
7.9,10.03297,28/10/2019,1
10.77,2.46297,11/06/2022,6
5.6,10.03297,14/09/2021,0
6.8,7.03297,12/08/2019,1
10.77,2.82297,08/06/2023,6
5.6,10.02058,14/09/2021,1
6,10.22058,12/09/2021,2
10.77,3.00058,08/06/2025,7
5.6,10.02058,16/09/2021,1
7.6,15.22058,14/09/2021,1
10.77,2.69058,10/06/2020,7
5.6,10.02058,30/09/2021,1
3.4,9.52058,28/09/2021,1
10.77,2.14058,11/06/2021,7
5.6,10.02058,14/09/2021,1
5.6,10.02058,12/09/2019,1
10.77,2.47058,08/06/2025,7
5.6,10.03091,14/09/2021,0
5.6,8.13091,12/09/2021,1
10.77,17.26091,08/06/2023,6
5.6,10.03091,16/09/2021,0
6.9,9.73091,14/08/2021,0
10.77,2.44091,10/06/2020,6
5.6,10.01566,30/09/2021,0
7.4,4.81566,28/08/2021,0
10.77,17.06566,11/06/2025,6
5.6,10.01566,14/09/2021,0
5.6,5.11566,12/10/2021,0
10.77,17.85566,08/06/2023,6
5.6,10.03078,14/09/2021,0
5,11.23078,12/08/2021,0
10.77,2.06078,08/06/2024,6
5.6,10.03078,16/09/2021,0
5.6,10.63078,14/09/2021,0
10.77,17.51078,10/06/2021,6
5.6,10.1983,30/09/2021,2
5.6,10.1983,28/09/2021,3
10.77,17.2883,11/06/2025,8
5.6,10.17637,14/09/2021,1
5.6,10.17637,12/08/2017,2
10.77,17.65637,08/06/2024,7
5.6,10.0438,14/09/2021,3
5.6,6.8438,12/08/2025,4
10.77,2.2438,08/06/2026,9
5.6,10.0438,16/09/2021,3
5.6,5.7438,14/09/2021,3
10.77,17.8538,10/06/2019,9
5.6,10.02671,30/09/2021,1
8.6,10.62671,28/08/2021,1
10.77,17.24671,11/06/2023,7
5.6,9.91317,14/09/2021,0
3.4,9.91317,12/09/2025,0
10.77,2.01317,08/06/2025,6
5.6,9.92077,14/09/2021,0
5.6,10.62077,12/09/2021,0
10.77,2.56077,08/06/2025,6
5.6,9.92077,16/09/2021,0
8.4,13.62077,14/08/2018,0
10.77,2.54077,10/06/2020,6
5.6,10.07587,30/09/2021,0
5.6,10.07587,28/10/2021,0
10.77,2.12587,11/06/2017,6
5.6,10.03091,14/09/2021,0
3.2,11.43091,12/09/2021,0
10.77,2.95091,08/06/2025,6
5.6001,10.04602,14/09/2021,0
2.4001,5.54602,12/09/2022,0
10.7701,2.18602,08/06/2018,6
5.6198,10.03793,16/09/2021,0
5.6198,4.53793,14/08/2019,0
10.7898,2.20793,10/06/2022,6
5.62,10.02541,30/09/2021,0
5.62,10.02541,28/10/2021,1
10.79,17.96541,11/06/2022,6
5.62,10.02541,14/09/2021,0
5.62,11.12541,12/08/2024,0
10.79,17.56541,08/06/2018,6
5.62,10.02838,14/09/2021,0
2.32,14.82838,12/09/2021,1
10.79,2.63838,08/06/2022,6
5.62,10.02838,16/09/2021,0
5.62,5.62838,14/08/2022,0
10.79,2.69838,10/06/2022,6
5.62,10.02838,30/09/2021,0
3.92,12.82838,28/10/2022,0
10.79,2.91838,11/06/2022,6
5.62,10.02541,14/09/2021,0
5.62,15.02541,12/08/2021,0
10.79,17.13541,08/06/2018,6
5.62,10.02541,14/09/2021,0
2.52,10.02541,12/08/2021,0
10.79,2.69541,08/06/2016,6
5.62,10.02838,16/09/2021,0
5.62,12.82838,14/09/2018,0
10.79,2.62838,10/06/2020,6
5.62,10.02838,30/09/2021,0
5.62,10.02838,28/10/2021,0
10.79,17.92838,11/06/2023,6
5.62,10.02838,14/09/2021,0
6.02,10.02838,12/09/2021,0
10.79,17.47838,08/06/2018,6
5.62,10.06684,14/09/2021,0
9.32,10.06684,12/08/2021,0
10.79,17.10684,08/06/2022,6
5.6201,10.07164,16/09/2021,2
6.5201,10.07164,14/09/2021,2
10.7901,17.85164,10/06/2019,8
5.63,10.27495,30/09/2021,1
6.33,11.97495,28/09/2021,1
10.8,17.47495,11/06/2018,7
5.63,10.01688,14/09/2021,0
6.43,10.21688,12/08/2021,0
10.8,17.91688,08/06/2018,6
5.63,9.97711,14/09/2021,0
3.63,10.47711,12/08/2020,0
10.8,2.32711,08/06/2025,6
5.63,10.03104,16/09/2021,0
5.63,5.23104,14/09/2021,0
10.8,17.71104,10/06/2024,6
5.635,10.02149,30/09/2021,0
5.635,14.82149,28/09/2018,0
10.805,17.31149,11/06/2018,6
5.635,10.02149,14/09/2021,0
6.235,4.72149,12/09/2020,0
10.805,2.20149,08/06/2016,6
5.635,10.02149,14/09/2021,0
5.635,10.02149,12/09/2021,0
10.805,2.57149,08/06/2017,6
5.635,10.02149,16/09/2021,0
5.935,10.02149,14/09/2021,1
10.805,2.04149,10/06/2021,6
5.64,10.05305,30/09/2021,0
2.64,8.55305,28/08/2021,1
10.81,17.41305,11/06/2023,6
5.6444,10,14/09/2021,0
2.6444,10,12/09/2024,1
10.8144,17.96,08/06/2020,6
5.6444,10,14/09/2021,0
9.0444,10,12/09/2017,0
10.8144,17.35,08/06/2023,6
5.6444,10,16/09/2021,0
5.6444,10,14/09/2021,0
10.8144,2.48,10/06/2025,6
5.6444,10,30/09/2021,0
5.6444,10,28/10/2021,0
10.8144,17.95,11/06/2016,6
5.65,9.99617,14/09/2021,0
5.65,9.99617,12/10/2021,0
10.82,2.44617,08/06/2023,6
5.65,10.22951,14/09/2021,0
5.65,13.72951,12/10/2023,1
10.82,2.33951,08/06/2026,6
5.65,10.22951,16/09/2021,0
7.85,8.82951,14/09/2021,1
10.82,17.54951,10/06/2019,6
5.65,9.99617,30/09/2021,0
5.65,9.99617,28/10/2021,0
10.82,17.15617,11/06/2022,6
5.65,10.22951,14/09/2021,0
5.65,10.22951,12/10/2021,0
10.82,3.13951,08/06/2019,6
5.65,10.22951,14/09/2021,0
5.65,15.42951,12/10/2021,1
10.82,17.37951,08/06/2019,6
5.65,9.97371,16/09/2021,0
4.15,15.07371,14/10/2019,1
10.82,17.07371,10/06/2021,6
5.65,9.88298,30/09/2021,0
3.25,14.68298,28/09/2021,1
10.82,17.37298,11/06/2025,6
5.65,9.88298,14/09/2021,0
4.85,9.88298,12/09/2025,0
10.82,16.93298,08/06/2022,6
5.65,10.04408,14/09/2021,0
3.35,7.94408,12/10/2021,0
10.82,17.97408,08/06/2019,6
5.65,9.98911,16/09/2021,0
5.65,12.78911,14/08/2021,0
10.82,17.71911,10/06/2021,6
5.65,9.98911,30/09/2021,0
5.65,9.98911,28/09/2021,0
10.82,2.23911,11/06/2020,6
5.65,10.01487,14/09/2021,0
5.65,10.01487,12/10/2023,0
10.82,2.18487,08/06/2025,6
5.65,10.02601,14/09/2021,0
5.65,10.02601,12/09/2021,1
10.82,17.30601,08/06/2023,6
5.65,9.88296,16/09/2021,0
3.15,11.98296,14/09/2017,1
10.82,2.27296,10/06/2017,6
5.65,9.88232,30/09/2021,0
4.75,5.68232,28/09/2018,0
10.82,17.57232,11/06/2023,6
5.65,9.88232,14/09/2021,0
5.65,12.48232,12/09/2021,0
10.82,17.24232,08/06/2018,6
5.65,9.88232,14/09/2021,0
5.65,9.88232,12/09/2017,0
10.82,2.53232,08/06/2017,6
5.65,10.01338,16/09/2021,0
9.35,12.21338,14/10/2025,0
10.82,17.98338,10/06/2024,6
5.65,10.01338,30/09/2021,0
4.55,10.01338,28/10/2022,0
10.82,2.25338,11/06/2020,6
5.65,10.06447,14/09/2021,1
5.65,15.66447,12/08/2023,1
10.82,17.68447,08/06/2018,7
5.6501,10.10337,14/09/2021,1
8.5501,6.30337,12/10/2021,1
10.8201,17.37337,08/06/2022,7
5.6501,10.10337,16/09/2021,1
5.6501,10.10337,14/10/2025,1
10.8201,2.41337,10/06/2018,7
5.6501,10.04408,30/09/2021,0
6.2501,10.04408,28/08/2023,1
10.8201,2.90408,11/06/2022,6
5.6501,10.04408,14/09/2021,0
5.6501,10.04408,12/08/2021,0
10.8201,2.42408,08/06/2022,6
5.6505,9.98911,14/09/2021,0
5.6505,9.98911,12/09/2021,0
10.8205,17.44911,08/06/2025,6
5.6505,9.98911,16/09/2021,0
8.1505,11.38911,14/09/2018,0
10.8205,2.76911,10/06/2021,6
5.6505,9.98911,30/09/2021,0
8.2505,9.98911,28/09/2023,0
10.8205,2.82911,11/06/2019,6
5.6505,9.98911,14/09/2021,0
9.0505,14.48911,12/08/2021,0
10.8205,17.96911,08/06/2025,6
5.6505,9.98911,14/09/2021,0
9.3505,9.98911,12/09/2021,0
10.8205,17.22911,08/06/2022,6
5.655,9.97244,16/09/2021,0
8.555,9.97244,14/09/2023,0
10.825,2.04244,10/06/2025,6
5.655,9.88094,30/09/2021,0
5.955,14.38094,28/09/2021,0
10.825,17.63094,11/06/2016,6
5.66,10.29266,14/09/2021,0
5.66,12.99266,12/09/2022,1
10.83,17.91266,08/06/2018,6
5.66,10.29266,14/09/2021,0
7.26,11.89266,12/09/2025,0
10.83,17.77266,08/06/2024,6
5.66,9.87956,16/09/2021,0
7.46,9.87956,14/08/2024,0
10.83,2.15956,10/06/2023,6
5.67,10.01748,30/09/2021,0
9.37,4.51748,28/08/2021,1
10.84,17.26748,11/06/2025,6
5.67,10.01023,14/09/2021,0
4.27,10.01023,12/08/2025,0
10.84,2.40023,08/06/2024,6
5.67,10.01031,14/09/2021,0
2.37,10.01031,12/09/2025,0
10.84,2.46031,08/06/2016,6
5.67,10.01057,16/09/2021,0
8.57,10.31057,14/10/2025,0
10.84,2.38057,10/06/2017,6
5.67,10.01057,30/09/2021,0
4.67,10.01057,28/08/2022,0
10.84,2.49057,11/06/2017,6
5.67,10.02409,14/09/2021,0
8.37,10.02409,12/08/2022,0
10.84,2.86409,08/06/2026,6
5.67,10.06026,14/09/2021,0
5.67,10.06026,12/10/2021,1
10.84,2.59026,08/06/2018,6
5.67,10.02409,16/09/2021,0
7.87,10.22409,14/08/2020,0
10.84,17.10409,10/06/2020,6
5.67,10.02409,30/09/2021,0
3.17,10.02409,28/09/2021,0
10.84,2.36409,11/06/2023,6
5.67,10.02409,14/09/2021,0
5.67,11.62409,12/09/2020,1
10.84,17.80409,08/06/2026,6
5.67,9.94091,14/09/2021,0
5.67,13.44091,12/08/2022,1
10.84,17.05091,08/06/2017,6
5.67,9.97348,16/09/2021,0
7.57,10.57348,14/09/2017,0
10.84,17.01348,10/06/2026,6
5.67,10.02409,30/09/2021,0
6.37,13.92409,28/09/2021,1
10.84,2.44409,11/06/2018,6
5.67,10.02409,14/09/2021,0
6.07,10.02409,12/09/2021,1
10.84,17.05409,08/06/2024,6
5.6762,10,14/09/2021,0
7.9762,10,12/08/2021,1
10.8462,2.43,08/06/2023,6
5.6762,10,16/09/2021,0
2.2762,5,14/10/2020,0
10.8462,17.58,10/06/2017,6
5.6762,10,30/09/2021,0
5.6762,6.8,28/10/2023,0
10.8462,17.45,11/06/2020,6
5.6762,10,14/09/2021,0
5.6762,10,12/08/2019,0
10.8462,2.83,08/06/2019,6
5.6762,10,14/09/2021,0
5.6762,10,12/08/2020,0
10.8462,17.21,08/06/2017,6
5.6762,10,16/09/2021,0
5.6762,11.2,14/09/2021,0
10.8462,2.38,10/06/2025,6
5.6762,10,30/09/2021,0
4.3762,10,28/09/2025,0
10.8462,2.79,11/06/2023,6
5.6762,10,14/09/2021,0
5.8762,10,12/10/2023,1
10.8462,17.92,08/06/2020,6
5.68,10.01689,14/09/2021,0
6.88,14.41689,12/08/2021,0
10.85,2.34689,08/06/2017,6
5.68,10.00444,16/09/2021,0
8.78,10.00444,14/08/2025,0
10.85,2.27444,10/06/2017,6
5.68,10.00444,30/09/2021,0
5.68,7.20444,28/08/2025,0
10.85,2.17444,11/06/2020,6
5.68,10.21712,14/09/2021,0
7.58,10.21712,12/09/2019,0
10.85,17.53712,08/06/2022,6
5.68,9.93588,14/09/2021,0
5.68,9.93588,12/10/2021,0
10.85,17.03588,08/06/2019,6
5.68,10.07186,16/09/2021,0
5.68,12.97186,14/08/2021,0
10.85,17.98186,10/06/2025,6
5.68,10.00622,30/09/2021,0
5.68,12.70622,28/08/2020,0
10.85,17.76622,11/06/2020,6
5.6845,10.003,14/09/2021,0
5.6845,14.603,12/09/2025,0
10.8545,2.033,08/06/2025,6
5.69,10.18736,14/09/2021,0
4.79,9.48736,12/09/2021,0
10.86,17.80736,08/06/2021,6
5.69,10.18736,16/09/2021,0
5.69,10.18736,14/09/2021,0
10.86,2.95736,10/06/2020,6
5.6914,10,30/09/2021,0
4.6914,9.6,28/09/2024,0
10.8614,2.04,11/06/2024,6
5.6923,10,14/09/2021,0
5.6923,14.7,12/09/2024,0
10.8623,2.79,08/06/2017,6
5.6938,10.19,14/09/2021,0
5.6938,10.19,12/09/2021,0
10.8638,17.57,08/06/2022,6
5.6998,10.04107,16/09/2021,0
4.8998,8.84107,14/09/2021,0
10.8698,17.23107,10/06/2019,6
5.6999,10.08849,30/09/2021,0
5.6999,10.08849,28/09/2021,1
10.8699,2.30849,11/06/2019,6
5.7,10.21579,14/09/2021,0
2.7,10.21579,12/10/2023,1
10.87,18.05579,08/06/2016,6
5.7,10.21579,14/09/2021,0
6.6,15.41579,12/09/2021,0
10.87,2.94579,08/06/2025,6
5.7,9.91281,16/09/2021,0
5.7,7.61281,14/10/2017,0
10.87,17.00281,10/06/2022,6
5.7,10.18896,30/09/2021,0
5.7,10.18896,28/09/2021,0
10.87,17.93896,11/06/2020,6
5.7,10.05433,14/09/2021,0
5.7,6.35433,12/09/2021,0
10.87,2.89433,08/06/2022,6
5.7,10.05433,14/09/2021,0
6.9,10.05433,12/10/2021,1
10.87,2.47433,08/06/2024,6
5.7,10.05452,16/09/2021,0
5.7,12.95452,14/08/2021,0
10.87,2.72452,10/06/2019,6
5.7,10.05452,30/09/2021,0
5.7,10.05452,28/09/2023,0
10.87,2.28452,11/06/2026,6
5.7,10.05452,14/09/2021,0
5.7,6.55452,12/09/2021,0
10.87,17.72452,08/06/2017,6
5.7,10.05452,14/09/2021,0
5.7,10.05452,12/09/2021,0
10.87,17.75452,08/06/2024,6
5.7,9.87327,16/09/2021,0
5.7,9.87327,14/10/2021,0
10.87,17.07327,10/06/2024,6
5.7,9.87327,30/09/2021,0
2.7,9.87327,28/10/2022,1
10.87,17.65327,11/06/2018,6
5.7,10.00171,14/09/2021,0
7.7,10.00171,12/10/2021,1
10.87,17.54171,08/06/2017,6
5.7,9.9373,14/09/2021,0
5.7,9.9373,12/09/2022,1
10.87,17.6273,08/06/2025,6
5.7,9.9373,16/09/2021,0
7.5,9.9373,14/09/2018,1
10.87,2.7473,10/06/2022,6
5.7,9.9373,30/09/2021,0
3,7.2373,28/10/2021,0
10.87,2.1573,11/06/2024,6
5.7,9.9373,14/09/2021,0
5.7,9.9373,12/08/2017,0
10.87,2.0573,08/06/2024,6
5.7,9.9373,14/09/2021,0
5.7,9.9373,12/09/2020,0
10.87,2.5773,08/06/2024,6
5.7,10.00326,16/09/2021,0
5.3,10.00326,14/09/2018,0
10.87,2.06326,10/06/2026,6
5.7,9.90421,30/09/2021,0
5.7,9.90421,28/08/2021,0
10.87,16.97421,11/06/2024,6
5.7,9.90421,14/09/2021,0
5.7,9.90421,12/09/2018,0
10.87,2.76421,08/06/2018,6
5.7,10.04419,14/09/2021,0
5.7,10.04419,12/09/2021,1
10.87,17.15419,08/06/2018,6
5.7,10.05306,16/09/2021,0
5.7,5.95306,14/09/2021,0
10.87,18.01306,10/06/2025,6
5.7,9.96835,30/09/2021,0
5.7,9.96835,28/09/2021,0
10.87,17.18835,11/06/2019,6
5.7,10.03611,14/09/2021,0
7.6,14.23611,12/10/2025,0
10.87,17.26611,08/06/2025,6
5.7,10.03611,14/09/2021,0
2.3,10.03611,12/08/2021,0
10.87,2.89611,08/06/2024,6
5.7,10.0524,16/09/2021,0
5.1,15.6524,14/08/2022,0
10.87,17.2624,10/06/2020,6
5.7,10.08048,30/09/2021,0
5.7,10.08048,28/09/2021,0
10.87,17.45048,11/06/2023,6
5.7,10.08048,14/09/2021,0
5.7,10.08048,12/10/2022,0
10.87,3.07048,08/06/2019,6
5.7,10.03409,14/09/2021,0
5.7,10.03409,12/08/2021,0
10.87,2.85409,08/06/2018,6
5.7,10.024,16/09/2021,0
5.7,8.624,14/09/2021,0
10.87,17.604,10/06/2017,6
5.7,10.03827,30/09/2021,0
8.6,5.83827,28/09/2017,0
10.87,17.44827,11/06/2016,6
5.7,10.03827,14/09/2021,0
7.1,10.03827,12/08/2021,0
10.87,17.14827,08/06/2024,6
5.7,10.01424,14/09/2021,0
5.7,8.71424,12/09/2021,0
10.87,17.65424,08/06/2017,6
5.7,10.03249,16/09/2021,0
4.9,10.03249,14/09/2021,0
10.87,2.13249,10/06/2023,6
5.7,10.03249,30/09/2021,0
8.4,9.43249,28/10/2021,0
10.87,2.08249,11/06/2018,6
5.7,10.03042,14/09/2021,0
